,Date(NZST),Amount(mm),Deficit(mm),Runoff(mm),Period(Hrs),Freq
1873,20140217:0800,0.0,83.2,0.0,24,0.0
1874,20140218:0800,0.0,86.7,0.0,24,0.0
1875,20140219:0800,4.8,85.2,0.0,24,0.0
1876,20140220:0800,0.0,88.6,0.0,24,0.0
1877,20140221:0800,0.0,91.8,0.0,24,0.0
1878,20140222:0800,3.4,91.5,0.0,24,0.0
1879,20140223:0800,7.4,87.1,0.0,24,0.0
1880,20140224:0800,4.6,85.8,0.0,24,0.0
1881,20140225:0800,0.0,89.2,0.0,24,0.0
1882,20140226:0800,0.0,92.3,0.0,24,0.0
1883,20140227:0800,0.0,95.4,0.0,24,0.0
1884,20140228:0800,0.0,98.2,0.0,24,0.0
1885,20140301:0800,3.4,97.5,0.0,24,0.0
1886,20140302:0800,0.0,99.5,0.0,24,0.0
1887,20140303:0800,17.8,83.6,0.0,24,0.0
1888,20140304:0800,8.0,78.1,0.0,24,0.0
1889,20140305:0800,0.0,80.7,0.0,24,0.0
1890,20140306:0800,0.0,83.3,0.0,24,0.0
1891,20140307:0800,0.0,85.8,0.0,24,0.0
1892,20140308:0800,0.0,88.2,0.0,24,0.0
1893,20140309:0800,0.0,90.5,0.0,24,0.0
1894,20140310:0800,0.0,92.8,0.0,24,0.0
1895,20140311:0800,0.0,94.9,0.0,24,0.0
1896,20140312:0800,0.0,97.0,0.0,24,0.0
1897,20140313:0800,0.0,98.9,0.0,24,0.0
1898,20140314:0800,0.0,100.8,0.0,24,0.0
1899,20140315:0800,0.0,102.7,0.0,24,0.0
1900,20140316:0800,1.0,103.5,0.0,24,0.0
1901,20140317:0800,5.8,99.4,0.0,24,0.0
1902,20140318:0800,12.0,89.3,0.0,24,0.0
1903,20140319:0800,0.8,90.8,0.0,24,0.0
1904,20140320:0800,0.0,93.0,0.0,24,0.0
1905,20140321:0800,0.0,95.1,0.0,24,0.0
1906,20140322:0800,0.0,97.1,0.0,24,0.0
1907,20140323:0800,0.0,99.1,0.0,24,0.0
1908,20140324:0800,0.0,101.0,0.0,24,0.0
1909,20140325:0800,2.8,100.1,0.0,24,0.0
1910,20140326:0800,1.6,100.3,0.0,24,0.0
1911,20140327:0800,0.0,102.2,0.0,24,0.0
1912,20140328:0800,0.0,104.0,0.0,24,0.0
1913,20140329:0800,0.0,105.7,0.0,24,0.0
1914,20140330:0800,0.0,107.3,0.0,24,0.0
1915,20140331:0800,0.0,108.9,0.0,24,0.0
1916,20140401:0800,0.0,110.5,0.0,24,0.0
1917,20140402:0800,0.0,111.2,0.0,24,0.0
1918,20140403:0800,0.0,111.9,0.0,24,0.0
1919,20140404:0800,0.0,112.6,0.0,24,0.0
1920,20140405:0800,0.0,113.2,0.0,24,0.0
1921,20140406:0900,0.0,113.9,0.0,24,0.0
1922,20140407:0900,0.0,114.5,0.0,24,0.0
1923,20140408:0900,8.8,106.4,0.0,24,0.0
1924,20140409:0900,0.6,106.5,0.0,24,0.0
1925,20140410:0900,8.8,98.5,0.0,24,0.0
1926,20140411:0900,6.8,92.6,0.0,24,0.0
1927,20140412:0900,19.6,74.1,0.0,24,0.0
1928,20140413:0900,3.2,72.2,0.0,24,0.0
1929,20140414:0900,2.2,71.3,0.0,24,0.0
1930,20140415:0900,2.6,70.1,0.0,24,0.0
1931,20140416:0900,58.2,13.2,0.0,24,0.0
1932,20140417:0900,5.0,9.6,0.0,24,0.0
1933,20140418:0900,2.2,8.7,0.0,24,0.0
1934,20140419:0900,22.6,0.0,12.6,24,0.0
1935,20140420:0900,7.8,0.0,6.5,24,0.0
1936,20140421:0900,15.8,0.0,14.5,24,0.0
1937,20140422:0900,1.4,0.0,0.1,24,0.0
1938,20140423:0900,0.0,1.3,0.0,24,0.0
1939,20140424:0900,0.8,1.9,0.0,24,0.0
1940,20140425:0900,2.6,0.6,0.0,24,0.0
1941,20140426:0900,15.8,0.0,13.8,24,0.0
1942,20140427:0900,0.0,1.3,0.0,24,0.0
1943,20140428:0900,10.4,0.0,7.7,24,0.0
1944,20140429:0900,8.8,0.0,7.5,24,0.0
1945,20140430:0900,0.0,1.3,0.0,24,0.0
1946,20140501:0900,0.0,2.7,0.0,24,0.0
1947,20140502:0900,0.0,3.3,0.0,24,0.0
1948,20140503:0900,0.2,3.7,0.0,24,0.0
1949,20140504:0900,0.0,4.3,0.0,24,0.0
1950,20140505:0900,6.6,0.0,1.7,24,0.0
1951,20140506:0900,41.8,0.0,41.2,24,0.0
1952,20140507:0900,15.4,0.0,14.8,24,0.0
1953,20140508:0900,15.4,0.0,14.8,24,0.0
1954,20140509:0900,1.8,0.0,1.2,24,0.0
1955,20140510:0900,0.0,0.6,0.0,24,0.0
1956,20140511:0900,0.0,1.2,0.0,24,0.0
1957,20140512:0900,0.0,1.8,0.0,24,0.0
1958,20140513:0900,0.6,1.9,0.0,24,0.0
1959,20140514:0900,0.0,2.5,0.0,24,0.0
1960,20140515:0900,0.2,2.9,0.0,24,0.0
1961,20140516:0900,0.0,3.5,0.0,24,0.0
1962,20140517:0900,0.0,4.1,0.0,24,0.0
1963,20140518:0900,0.0,4.7,0.0,24,0.0
1964,20140519:0900,0.2,5.1,0.0,24,0.0
1965,20140520:0900,0.2,5.5,0.0,24,0.0
1966,20140521:0900,3.6,2.6,0.0,24,0.0
1967,20140522:0900,13.6,0.0,10.4,24,0.0
1968,20140523:0900,0.3,0.3,0.0,24,0.0
1969,20140524:0900,0.0,0.9,0.0,24,0.0
1970,20140525:0900,0.0,1.5,0.0,24,0.0
1971,20140526:0900,0.0,2.2,0.0,24,0.0
1972,20140527:0900,0.0,2.8,0.0,24,0.0
1973,20140528:0900,0.0,3.4,0.0,24,0.0
1974,20140529:0900,6.8,0.0,2.8,24,0.0
1975,20140530:0900,4.9,0.0,4.3,24,0.0
1976,20140531:0900,0.0,0.6,0.0,24,0.0
1977,20140601:0900,0.0,1.2,0.0,24,0.0
1978,20140602:0900,0.0,1.6,0.0,24,0.0
1979,20140603:0900,0.0,1.9,0.0,24,0.0
1980,20140604:0900,0.0,2.3,0.0,24,0.0
1981,20140605:0900,2.2,0.4,0.0,24,0.0
1982,20140606:0900,0.3,0.5,0.0,24,0.0
1983,20140607:0900,1.6,0.0,0.8,24,0.0
1984,20140608:0900,18.5,0.0,18.2,24,0.0
1985,20140609:0900,6.7,0.0,6.4,24,0.0
1986,20140610:0900,0.3,0.0,0.0,24,0.0
1987,20140611:0900,0.0,0.4,0.0,24,0.0
1988,20140612:0900,0.0,0.7,0.0,24,0.0
1989,20140613:0900,0.0,1.1,0.0,24,0.0
1990,20140614:0900,0.0,1.4,0.0,24,0.0
1991,20140615:0900,0.1,1.7,0.0,24,0.0
1992,20140616:0900,0.3,1.7,0.0,24,0.0
1993,20140617:0900,8.3,0.0,6.2,24,0.0
1994,20140618:0900,3.4,0.0,3.1,24,0.0
1995,20140619:0900,10.8,0.0,10.5,24,0.0
1996,20140620:0900,5.7,0.0,5.4,24,0.0
1997,20140621:0900,0.6,0.0,0.3,24,0.0
1998,20140622:0900,16.2,0.0,15.9,24,0.0
1999,20140623:0900,0.0,0.3,0.0,24,0.0
2000,20140624:0900,0.0,0.7,0.0,24,0.0
2001,20140625:0900,27.8,0.0,26.8,24,0.0
2002,20140626:0900,19.4,0.0,19.1,24,0.0
2003,20140627:0900,8.4,0.0,8.1,24,0.0
2004,20140628:0900,23.4,0.0,23.1,24,0.0
2005,20140629:0900,0.2,0.1,0.0,24,0.0
2006,20140630:0900,30.6,0.0,30.1,24,0.0
2007,20140701:0900,14.4,0.0,14.1,24,0.0
2008,20140702:0900,13.0,0.0,12.6,24,0.0
2009,20140703:0900,1.0,0.0,0.6,24,0.0
2010,20140704:0900,0.6,0.0,0.2,24,0.0
2011,20140705:0900,5.8,0.0,5.4,24,0.0
2012,20140706:0900,5.8,0.0,5.4,24,0.0
2013,20140707:0900,0.0,0.4,0.0,24,0.0
2014,20140708:0900,0.0,0.8,0.0,24,0.0
2015,20140709:0900,0.0,1.2,0.0,24,0.0
2016,20140710:0900,0.2,1.4,0.0,24,0.0
2017,20140711:0900,4.2,0.0,2.4,24,0.0
2018,20140712:0900,5.0,0.0,4.6,24,0.0
2019,20140713:0900,17.0,0.0,16.6,24,0.0
2020,20140714:0900,0.0,0.4,0.0,24,0.0
2021,20140715:0900,0.0,0.8,0.0,24,0.0
2022,20140716:0900,0.0,1.2,0.0,24,0.0
2023,20140717:0900,0.0,1.6,0.0,24,0.0
2024,20140718:0900,0.0,2.0,0.0,24,0.0
2025,20140719:0900,0.0,2.4,0.0,24,0.0
2026,20140720:0900,0.0,2.8,0.0,24,0.0
2027,20140721:0900,0.0,3.3,0.0,24,0.0
2028,20140722:0900,0.0,3.7,0.0,24,0.0
2029,20140723:0900,0.0,4.1,0.0,24,0.0
2030,20140724:0900,0.0,4.5,0.0,24,0.0
2031,20140725:0900,1.0,3.9,0.0,24,0.0
2032,20140726:0900,0.4,3.9,0.0,24,0.0
2033,20140727:0900,0.2,4.1,0.0,24,0.0
2034,20140728:0900,0.0,4.5,0.0,24,0.0
2035,20140729:0900,6.2,0.0,1.3,24,0.0
2036,20140730:0900,6.8,0.0,6.4,24,0.0
2037,20140731:0900,16.2,0.0,15.8,24,0.0
2038,20140801:0900,8.0,0.0,7.6,24,0.0
2039,20140802:0900,9.8,0.0,8.8,24,0.0
2040,20140803:0900,26.6,0.0,25.6,24,0.0
2041,20140804:0900,4.2,0.0,3.2,24,0.0
2042,20140805:0900,0.0,1.0,0.0,24,0.0
2043,20140806:0900,10.8,0.0,8.9,24,0.0
2044,20140807:0900,0.2,0.8,0.0,24,0.0
2045,20140808:0900,17.8,0.0,16.1,24,0.0
2046,20140809:0900,2.4,0.0,1.4,24,0.0
2047,20140810:0900,0.0,1.0,0.0,24,0.0
2048,20140811:0900,0.6,1.3,0.0,24,0.0
2049,20140812:0900,30.8,0.0,28.5,24,0.0
2050,20140813:0900,12.2,0.0,11.2,24,0.0
2051,20140814:0900,10.6,0.0,9.6,24,0.0
2052,20140815:0900,8.8,0.0,7.8,24,0.0
2053,20140816:0900,0.2,0.8,0.0,24,0.0
2054,20140817:0900,0.0,1.7,0.0,24,0.0
2055,20140818:0900,0.0,2.7,0.0,24,0.0
2056,20140819:0900,0.0,3.7,0.0,24,0.0
2057,20140820:0900,0.0,4.6,0.0,24,0.0
2058,20140821:0900,0.0,5.6,0.0,24,0.0
2059,20140822:0900,0.0,6.6,0.0,24,0.0
2060,20140823:0900,0.0,7.5,0.0,24,0.0
2061,20140824:0900,0.0,8.5,0.0,24,0.0
2062,20140825:0900,0.0,9.4,0.0,24,0.0
2063,20140826:0900,0.0,10.4,0.0,24,0.0
2064,20140827:0900,0.0,11.4,0.0,24,0.0
2065,20140828:0900,0.0,12.3,0.0,24,0.0
2066,20140829:0900,0.0,13.3,0.0,24,0.0
2067,20140830:0900,0.0,14.3,0.0,24,0.0
2068,20140831:0900,0.0,15.2,0.0,24,0.0
2069,20140901:0900,0.0,16.2,0.0,24,0.0
2070,20140902:0900,0.0,18.0,0.0,24,0.0
2071,20140903:0900,0.0,19.7,0.0,24,0.0
2072,20140904:0900,0.0,21.5,0.0,24,0.0
2073,20140905:0900,0.0,23.3,0.0,24,0.0
2074,20140906:0900,0.0,25.0,0.0,24,0.0
2075,20140907:0900,0.0,26.8,0.0,24,0.0
2076,20140908:0900,0.0,28.6,0.0,24,0.0
2077,20140909:0900,0.0,30.3,0.0,24,0.0
2078,20140910:0900,0.0,32.1,0.0,24,0.0
2079,20140911:0900,0.2,33.7,0.0,24,0.0
2080,20140912:0900,4.0,31.4,0.0,24,0.0
2081,20140913:0900,6.8,26.4,0.0,24,0.0
2082,20140914:0900,4.8,23.4,0.0,24,0.0
2083,20140915:0900,0.8,24.3,0.0,24,0.0
2084,20140916:0900,17.4,8.7,0.0,24,0.0
2085,20140917:0900,20.6,0.0,10.1,24,0.0
2086,20140918:0900,0.2,1.6,0.0,24,0.0
2087,20140919:0900,22.6,0.0,19.3,24,0.0
2088,20140920:0900,16.6,0.0,14.8,24,0.0
2089,20140921:0900,0.2,1.6,0.0,24,0.0
2090,20140922:0900,15.8,0.0,12.5,24,0.0
2091,20140923:0900,0.0,1.8,0.0,24,0.0
2092,20140924:0900,0.0,3.5,0.0,24,0.0
2093,20140925:0900,0.0,5.3,0.0,24,0.0
2094,20140926:0900,0.8,6.3,0.0,24,0.0
2095,20140927:0900,0.2,7.8,0.0,24,0.0
2096,20140928:0800,5.4,4.2,0.0,24,0.0
2097,20140929:0800,0.0,6.0,0.0,24,0.0
2098,20140930:0800,0.0,7.7,0.0,24,0.0
2099,20141001:0800,0.0,9.5,0.0,24,0.0
2100,20141002:0800,0.0,11.9,0.0,24,0.0
2101,20141003:0800,11.8,2.5,0.0,24,0.0
2102,20141004:0800,22.6,0.0,17.7,24,0.0
2103,20141005:0800,4.0,0.0,1.6,24,0.0
2104,20141006:0800,24.2,0.0,21.8,24,0.0
2105,20141007:0800,9.0,0.0,6.6,24,0.0
2106,20141008:0800,11.6,0.0,9.2,24,0.0
2107,20141009:0800,1.4,1.0,0.0,24,0.0
2108,20141010:0800,0.0,3.4,0.0,24,0.0
2109,20141011:0800,0.0,5.8,0.0,24,0.0
2110,20141012:0800,0.0,8.2,0.0,24,0.0
2111,20141013:0800,0.0,10.6,0.0,24,0.0
2112,20141014:0800,0.0,13.0,0.0,24,0.0
2113,20141015:0800,0.0,15.4,0.0,24,0.0
2114,20141016:0800,0.0,17.7,0.0,24,0.0
2115,20141017:0800,18.8,1.3,0.0,24,0.0
2116,20141018:0800,0.8,2.9,0.0,24,0.0
2117,20141019:0800,4.0,1.3,0.0,24,0.0
2118,20141020:0800,0.8,2.9,0.0,24,0.0
2119,20141021:0800,2.2,3.1,0.0,24,0.0
2120,20141022:0800,1.2,4.3,0.0,24,0.0
2121,20141023:0800,0.0,6.7,0.0,24,0.0
2122,20141024:0800,2.0,7.1,0.0,24,0.0
2123,20141025:0800,0.8,8.7,0.0,24,0.0
2124,20141026:0800,0.0,11.1,0.0,24,0.0
2125,20141027:0800,4.0,9.5,0.0,24,0.0
2126,20141028:0800,0.0,11.9,0.0,24,0.0
2127,20141029:0800,4.8,9.5,0.0,24,0.0
2128,20141030:0800,16.8,0.0,4.9,24,0.0
2129,20141031:0800,7.4,0.0,5.0,24,0.0
2130,20141101:0800,4.2,0.0,1.8,24,0.0
2131,20141102:0800,0.0,2.9,0.0,24,0.0
2132,20141103:0800,24.6,0.0,18.8,24,0.0
2133,20141104:0800,11.4,0.0,8.5,24,0.0
2134,20141105:0800,0.6,2.3,0.0,24,0.0
2135,20141106:0800,0.0,5.2,0.0,24,0.0
2136,20141107:0800,0.0,8.0,0.0,24,0.0
2137,20141108:0800,0.0,10.9,0.0,24,0.0
2138,20141109:0800,0.0,13.8,0.0,24,0.0
2139,20141110:0800,0.0,16.7,0.0,24,0.0
2140,20141111:0800,2.0,17.5,0.0,24,0.0
2141,20141112:0800,13.4,7.0,0.0,24,0.0
2142,20141113:0800,2.0,7.9,0.0,24,0.0
2143,20141114:0800,0.0,10.8,0.0,24,0.0
2144,20141115:0800,13.4,0.2,0.0,24,0.0
2145,20141116:0800,11.0,0.0,7.9,24,0.0
2146,20141117:0800,0.2,2.7,0.0,24,0.0
2147,20141118:0800,2.8,2.8,0.0,24,0.0
2148,20141119:0800,11.2,0.0,5.6,24,0.0
2149,20141120:0800,10.0,0.0,7.1,24,0.0
2150,20141121:0800,1.0,1.9,0.0,24,0.0
2151,20141122:0800,10.8,0.0,6.0,24,0.0
2152,20141123:0800,16.0,0.0,13.1,24,0.0
2153,20141124:0800,0.0,2.9,0.0,24,0.0
2154,20141125:0800,0.0,5.8,0.0,24,0.0
2155,20141126:0800,16.8,0.0,8.2,24,0.0
2156,20141127:0800,2.0,0.9,0.0,24,0.0
2157,20141128:0800,11.6,0.0,7.8,24,0.0
2158,20141129:0800,5.4,0.0,2.5,24,0.0
2159,20141130:0800,11.6,0.0,8.7,24,0.0
2160,20141201:0800,2.2,0.7,0.0,24,0.0
2161,20141202:0800,1.6,3.2,0.0,24,0.0
2162,20141203:0800,0.0,7.2,0.0,24,0.0
2163,20141204:0800,0.0,11.3,0.0,24,0.0
2164,20141205:0800,5.8,9.6,0.0,24,0.0
2165,20141206:0800,0.0,13.7,0.0,24,0.0
2166,20141207:0800,5.0,12.8,0.0,24,0.0
2167,20141208:0800,0.4,16.4,0.0,24,0.0
2168,20141209:0800,0.0,20.5,0.0,24,0.0
2169,20141210:0800,13.6,11.0,0.0,24,0.0
2170,20141211:0800,8.2,6.9,0.0,24,0.0
2171,20141212:0800,3.4,7.6,0.0,24,0.0
2172,20141213:0800,0.0,11.6,0.0,24,0.0
2173,20141214:0800,0.0,15.7,0.0,24,0.0
2174,20141215:0800,0.0,19.8,0.0,24,0.0
2175,20141216:0800,0.0,23.9,0.0,24,0.0
2176,20141217:0800,0.0,28.0,0.0,24,0.0
2177,20141218:0800,17.0,15.0,0.0,24,0.0
2178,20141219:0800,5.2,13.9,0.0,24,0.0
2179,20141220:0800,12.8,5.2,0.0,24,0.0
2180,20141221:0800,4.4,4.9,0.0,24,0.0
2181,20141222:0800,6.4,2.6,0.0,24,0.0
2182,20141223:0800,0.0,6.7,0.0,24,0.0
2183,20141224:0800,0.0,10.7,0.0,24,0.0
2184,20141225:0800,0.0,14.8,0.0,24,0.0
2185,20141226:0800,0.0,18.9,0.0,24,0.0
2186,20141227:0800,0.2,22.8,0.0,24,0.0
2187,20141228:0800,2.8,24.1,0.0,24,0.0
2188,20141229:0800,0.4,27.7,0.0,24,0.0
2189,20141230:0800,7.4,24.4,0.0,24,0.0
2190,20141231:0800,16.8,11.7,0.0,24,0.0
2191,20150101:0800,25.2,0.0,9.4,24,0.0
2192,20150102:0800,0.0,5.2,0.0,24,0.0
2193,20150103:0800,0.0,10.3,0.0,24,0.0
2194,20150104:0800,0.0,15.5,0.0,24,0.0
2195,20150105:0800,0.0,20.6,0.0,24,0.0
2196,20150106:0800,0.0,25.8,0.0,24,0.0
2197,20150107:0800,0.0,30.9,0.0,24,0.0
2198,20150108:0800,0.0,36.1,0.0,24,0.0
2199,20150109:0800,0.0,41.2,0.0,24,0.0
2200,20150110:0800,0.0,46.4,0.0,24,0.0
2201,20150111:0800,0.0,51.5,0.0,24,0.0
2202,20150112:0800,0.0,56.7,0.0,24,0.0
2203,20150113:0800,0.0,61.9,0.0,24,0.0
2204,20150114:0800,0.0,67.0,0.0,24,0.0
2205,20150115:0800,0.0,72.2,0.0,24,0.0
2206,20150116:0800,0.0,77.3,0.0,24,0.0
2207,20150117:0800,2.2,80.1,0.0,24,0.0
2208,20150118:0800,3.4,81.5,0.0,24,0.0
2209,20150119:0800,0.0,86.2,0.0,24,0.0
2210,20150120:0800,10.8,79.8,0.0,24,0.0
2211,20150121:0800,0.4,84.2,0.0,24,0.0
2212,20150122:0800,0.0,88.8,0.0,24,0.0
2213,20150123:0800,0.0,93.0,0.0,24,0.0
2214,20150124:0800,0.0,96.9,0.0,24,0.0
2215,20150125:0800,0.0,100.5,0.0,24,0.0
2216,20150126:0800,0.0,103.9,0.0,24,0.0
2217,20150127:0800,0.0,107.1,0.0,24,0.0
2218,20150128:0800,0.8,109.2,0.0,24,0.0
2219,20150129:0800,0.0,112.1,0.0,24,0.0
2220,20150130:0800,0.0,114.7,0.0,24,0.0
2221,20150131:0800,3.4,113.7,0.0,24,0.0
2222,20150201:0800,13.0,103.2,0.0,24,0.0
2223,20150202:0800,8.0,97.6,0.0,24,0.0
2224,20150203:0800,7.6,92.7,0.0,24,0.0
2225,20150204:0800,0.4,95.3,0.0,24,0.0
2226,20150205:0800,10.4,87.7,0.0,24,0.0
2227,20150206:0800,31.0,60.0,0.0,24,0.0
2228,20150207:0800,0.0,63.8,0.0,24,0.0
2229,20150208:0800,0.0,67.7,0.0,24,0.0
2230,20150209:0800,0.0,71.6,0.0,24,0.0
2231,20150210:0800,12.0,63.5,0.0,24,0.0
2232,20150211:0800,0.0,67.4,0.0,24,0.0
2233,20150212:0800,0.0,71.3,0.0,24,0.0
2234,20150213:0800,0.0,75.2,0.0,24,0.0
2235,20150214:0800,0.0,79.0,0.0,24,0.0
2236,20150215:0800,0.0,82.7,0.0,24,0.0
2237,20150216:0800,0.0,86.2,0.0,24,0.0
2238,20150217:0800,0.0,89.5,0.0,24,0.0
2239,20150218:0800,0.0,92.6,0.0,24,0.0
2240,20150219:0800,0.0,95.6,0.0,24,0.0
2241,20150220:0800,0.2,98.2,0.0,24,0.0
2242,20150221:0800,0.0,100.9,0.0,24,0.0
2243,20150222:0800,7.2,96.2,0.0,24,0.0
2244,20150223:0800,1.0,98.0,0.0,24,0.0
2245,20150224:0800,3.6,97.1,0.0,24,0.0
2246,20150225:0800,0.4,99.5,0.0,24,0.0
2247,20150226:0800,0.0,102.1,0.0,24,0.0
2248,20150227:0800,0.8,103.8,0.0,24,0.0
2249,20150228:0800,0.0,106.2,0.0,24,0.0
2250,20150301:0800,0.0,108.4,0.0,24,0.0
2251,20150302:0800,0.0,109.9,0.0,24,0.0
2252,20150303:0800,0.0,111.3,0.0,24,0.0
2253,20150304:0800,11.8,100.9,0.0,24,0.0
2254,20150305:0800,0.2,102.5,0.0,24,0.0
2255,20150306:0800,73.6,30.6,0.0,24,0.0
2256,20150307:0800,29.6,3.6,0.0,24,0.0
2257,20150308:0800,35.8,0.0,29.5,24,0.0
2258,20150309:0800,0.2,2.5,0.0,24,0.0
2259,20150310:0800,0.0,5.1,0.0,24,0.0
2260,20150311:0800,0.0,7.8,0.0,24,0.0
2261,20150312:0800,0.0,10.5,0.0,24,0.0
2262,20150313:0800,24.8,0.0,11.6,24,0.0
2263,20150314:0800,0.0,2.7,0.0,24,0.0
2264,20150315:0800,0.0,5.3,0.0,24,0.0
2265,20150316:0800,0.0,8.0,0.0,24,0.0
2266,20150317:0800,0.0,10.7,0.0,24,0.0
2267,20150318:0800,0.0,13.4,0.0,24,0.0
2268,20150319:0800,0.0,16.0,0.0,24,0.0
2269,20150320:0800,0.0,18.7,0.0,24,0.0
2270,20150321:0800,3.4,18.0,0.0,24,0.0
2271,20150322:0800,1.0,19.7,0.0,24,0.0
2272,20150323:0800,1.0,21.3,0.0,24,0.0
2273,20150324:0800,0.0,24.0,0.0,24,0.0
2274,20150325:0800,0.0,26.7,0.0,24,0.0
2275,20150326:0800,0.0,29.4,0.0,24,0.0
2276,20150327:0800,0.2,31.8,0.0,24,0.0
2277,20150328:0800,0.0,34.5,0.0,24,0.0
2278,20150329:0800,3.4,33.8,0.0,24,0.0
2279,20150330:0800,7.2,29.3,0.0,24,0.0
2280,20150331:0800,2.8,29.1,0.0,24,0.0
2281,20150401:0800,0.0,31.8,0.0,24,0.0
2282,20150402:0800,0.0,33.2,0.0,24,0.0
2283,20150403:0800,0.0,34.6,0.0,24,0.0
2284,20150404:0800,0.0,36.0,0.0,24,0.0
2285,20150405:0900,4.8,32.6,0.0,24,0.0
2286,20150406:0900,0.0,34.1,0.0,24,0.0
2287,20150407:0900,29.2,6.3,0.0,24,0.0
2288,20150408:0900,2.0,5.7,0.0,24,0.0
2289,20150409:0900,0.0,7.1,0.0,24,0.0
2290,20150410:0900,3.0,5.5,0.0,24,0.0
2291,20150411:0900,1.0,5.9,0.0,24,0.0
2292,20150412:0900,0.6,6.7,0.0,24,0.0
2293,20150413:0900,26.8,0.0,18.7,24,0.0
2294,20150414:0900,1.4,0.0,0.0,24,0.0
2295,20150415:0900,0.2,1.2,0.0,24,0.0
2296,20150416:0900,0.0,2.6,0.0,24,0.0
2297,20150417:0900,0.0,4.0,0.0,24,0.0
2298,20150418:0900,5.4,0.1,0.0,24,0.0
2299,20150419:0900,0.0,1.5,0.0,24,0.0
2300,20150420:0900,0.0,2.9,0.0,24,0.0
2301,20150421:0900,2.0,2.3,0.0,24,0.0
2302,20150422:0900,3.6,0.1,0.0,24,0.0
2303,20150423:0900,0.0,1.5,0.0,24,0.0
2304,20150424:0900,0.0,2.9,0.0,24,0.0
2305,20150425:0900,0.0,4.3,0.0,24,0.0
2306,20150426:0900,0.8,4.9,0.0,24,0.0
2307,20150427:0900,38.0,0.0,31.7,24,0.0
2308,20150428:0900,29.2,0.0,27.8,24,0.0
2309,20150429:0900,14.8,0.0,13.4,24,0.0
2310,20150430:0900,16.2,0.0,14.8,24,0.0
2311,20150501:0900,0.0,1.4,0.0,24,0.0
2312,20150502:0900,0.0,2.0,0.0,24,0.0
2313,20150503:0900,0.0,2.6,0.0,24,0.0
2314,20150504:0900,0.0,3.1,0.0,24,0.0
2315,20150505:0900,0.0,3.7,0.0,24,0.0
2316,20150506:0900,4.4,0.0,0.1,24,0.0
2317,20150507:0900,38.4,0.0,37.8,24,0.0
2318,20150508:0900,4.2,0.0,3.6,24,0.0
2319,20150509:0900,9.4,0.0,8.8,24,0.0
2320,20150510:0900,6.8,0.0,6.2,24,0.0
2321,20150511:0900,3.6,0.0,3.0,24,0.0
2322,20150512:0900,53.0,0.0,52.4,24,0.0
2323,20150513:0900,4.4,0.0,3.8,24,0.0
2324,20150514:0900,7.0,0.0,6.4,24,0.0
2325,20150515:0900,7.0,0.0,6.4,24,0.0
2326,20150516:0900,0.0,0.6,0.0,24,0.0
2327,20150517:0900,0.0,1.1,0.0,24,0.0
2328,20150518:0900,1.8,0.0,0.1,24,0.0
2329,20150519:0900,1.8,0.0,1.2,24,0.0
2330,20150520:0900,0.0,0.6,0.0,24,0.0
2331,20150521:0900,8.4,0.0,7.3,24,0.0
2332,20150522:0900,11.6,0.0,11.0,24,0.0
2333,20150523:0900,0.2,0.4,0.0,24,0.0
2334,20150524:0900,0.4,0.5,0.0,24,0.0
2335,20150525:0900,6.8,0.0,5.7,24,0.0
2336,20150526:0900,0.4,0.2,0.0,24,0.0
2337,20150527:0900,0.0,0.7,0.0,24,0.0
2338,20150528:0900,0.0,1.3,0.0,24,0.0
2339,20150529:0900,0.0,1.9,0.0,24,0.0
2340,20150530:0900,0.0,2.5,0.0,24,0.0
2341,20150531:0900,14.8,0.0,11.8,24,0.0
2342,20150601:0900,0.8,0.0,0.2,24,0.0
2343,20150602:0900,3.8,0.0,3.1,24,0.0
2344,20150603:0900,3.2,0.0,2.5,24,0.0
2345,20150604:0900,0.0,0.7,0.0,24,0.0
2346,20150605:0900,0.0,1.3,0.0,24,0.0
2347,20150606:0900,0.6,1.4,0.0,24,0.0
2348,20150607:0900,3.6,0.0,1.5,24,0.0
2349,20150608:0900,0.0,0.7,0.0,24,0.0
2350,20150609:0900,0.4,0.9,0.0,24,0.0
2351,20150610:0900,18.4,0.0,16.8,24,0.0
2352,20150611:0900,15.4,0.0,14.7,24,0.0
2353,20150612:0900,5.6,0.0,4.9,24,0.0
2354,20150613:0900,22.6,0.0,21.9,24,0.0
2355,20150614:0900,15.0,0.0,14.3,24,0.0
2356,20150615:0900,10.4,0.0,9.7,24,0.0
2357,20150616:0900,1.4,0.0,0.7,24,0.0
2358,20150617:0900,0.0,0.7,0.0,24,0.0
2359,20150618:0900,1.2,0.1,0.0,24,0.0
2360,20150619:0900,82.8,0.0,82.0,24,0.0
2361,20150620:0900,13.2,0.0,12.5,24,0.0
2362,20150621:0900,0.4,0.3,0.0,24,0.0
2363,20150622:0900,15.0,0.0,14.1,24,0.0
2364,20150623:0900,0.0,0.7,0.0,24,0.0
2365,20150624:0900,0.0,1.3,0.0,24,0.0
2366,20150625:0900,0.0,2.0,0.0,24,0.0
2367,20150626:0900,0.0,2.7,0.0,24,0.0
2368,20150627:0900,15.0,0.0,11.7,24,0.0
2369,20150628:0900,0.8,0.0,0.1,24,0.0
2370,20150629:0900,2.4,0.0,1.7,24,0.0
