"site","season","precipitation","precipitation_units","period_start","period_end","lat","lon","anomaly_1961","anomaly_1991"
"Waiouru (Manawatū-Whanganui)","Autumn",213.2,"mm","2021-03-01","2021-05-31",-39.46249,175.66283,-31.5,-41.9
"Wellington (Wellington)","Autumn",273,"mm","2021-03-01","2021-05-31",-41.285,174.768,-69.4,-38.2
"Whanganui (Manawatū-Whanganui)","Autumn",219.8,"mm","2021-03-01","2021-05-31",-39.93704,175.04509,8.8,-4.5
"Whangaparāoa (Auckland)","Autumn",177.2,"mm","2021-03-01","2021-05-31",-36.606,174.835,-88.9,-97
"Whangārei (Northland)","Autumn",253.8,"mm","2021-03-01","2021-05-31",-35.769,174.364,-118.6,-65.6
"Auckland (Auckland)","Annual",912.2,"mm","2021-01-01","2021-12-31",-37.00813,174.78873,-217.7,-187.5
"Blenheim (Marlborough)","Annual",810.8,"mm","2021-01-01","2021-12-31",-41.52133,173.86439,116.2,105.2
"Christchurch (Canterbury)","Annual",693.8,"mm","2021-01-01","2021-12-31",-43.493,172.537,78,75.6
"Dannevirke (Manawatū-Whanganui)","Annual",830.1,"mm","2021-01-01","2021-12-31",-40.21,176.109,-199.4,-178.9
"Dunedin (Otago)","Annual",552.2,"mm","2021-01-01","2021-12-31",-45.90129,170.5147,-134.8,-147.8
"Gisborne (Gisborne)","Annual",1097.7,"mm","2021-01-01","2021-12-31",-38.6586,177.9851,76.1,77.5
"Gore (Southland)","Annual",816.8,"mm","2021-01-01","2021-12-31",-46.115,168.887,-85.4,-121.6
"Hamilton (Waikato)","Annual",1239.8,"mm","2021-01-01","2021-12-31",-37.86088,175.33175,20.6,19.3
"Hokitika (West Coast)","Annual",3314.4,"mm","2021-01-01","2021-12-31",-42.71228,170.98428,490.1,408.4
"Invercargill (Southland)","Annual",1116,"mm","2021-01-01","2021-12-31",-46.41741,168.33052,34.4,-13.5
"Kerikeri (Northland)","Annual",1996.6,"mm","2021-01-01","2021-12-31",-35.183,173.926,367.2,352.6
"Lake Tekapo (Canterbury)","Annual",820.9,"mm","2021-01-01","2021-12-31",-44.002,170.441,223.1,221.6
"Masterton (Wellington)","Annual",934.6,"mm","2021-01-01","2021-12-31",-40.957,175.707,126.4,80
"Milford Sound (Southland)","Annual",6365.6,"mm","2021-01-01","2021-12-31",-44.67384,167.92406,405.8,160.5
"Napier (Hawke's Bay)","Annual",626.2,"mm","2021-01-01","2021-12-31",-39.49846,176.91189,-128.6,-126
"Nelson (Nelson)","Annual",1212.8,"mm","2021-01-01","2021-12-31",-41.299,173.226,293,292.3
"New Plymouth (Taranaki)","Annual",1595.2,"mm","2021-01-01","2021-12-31",-39.0079,174.18382,96.9,180.9
"Queenstown (Otago)","Annual",817.6,"mm","2021-01-01","2021-12-31",-45.01758,168.74005,144.5,91.7
"Reefton (West Coast)","Annual",2230.2,"mm","2021-01-01","2021-12-31",-42.11578,171.86014,242.5,337.6
"Rotorua (Bay of Plenty)","Annual",1366,"mm","2021-01-01","2021-12-31",-38.10595,176.31485,-76.9,19.5
"Tara Hills (Canterbury)","Annual",548.3,"mm","2021-01-01","2021-12-31",-44.52612,169.88948,-2.3,35.1
"Taumarunui (Manawatū-Whanganui)","Annual",1239.8,"mm","2021-01-01","2021-12-31",-38.88784,175.25981,-133.8,-240.1
"Taupō (Waikato)","Annual",918.8000000000001,"mm","2021-01-01","2021-12-31",-38.74263,176.08104,-16.5,-28
"Tauranga (Bay of Plenty)","Annual",961.4,"mm","2021-01-01","2021-12-31",-37.673,176.196,-356.4,-242.8
"Timaru (Canterbury)","Annual",534.3000000000001,"mm","2021-01-01","2021-12-31",-44.30517,171.22141,4.6,-14.1
"Waiouru (Manawatū-Whanganui)","Annual",975.7,"mm","2021-01-01","2021-12-31",-39.46249,175.66283,-64.8,-163.1
"Wellington (Wellington)","Annual",1364.8,"mm","2021-01-01","2021-12-31",-41.285,174.768,24.7,69.3
"Whanganui (Manawatū-Whanganui)","Annual",1024,"mm","2021-01-01","2021-12-31",-39.93704,175.04509,164.9,83.4
"Whangaparāoa (Auckland)","Annual",918.5,"mm","2021-01-01","2021-12-31",-36.606,174.835,-197.4,-108
"Whangārei (Northland)","Annual",1513.6,"mm","2021-01-01","2021-12-31",-35.769,174.364,35.7,230.5
"Auckland (Auckland)","Summer",126,"mm","2020-12-01","2021-02-28",-37.00813,174.78873,-115.3,-73.8
"Blenheim (Marlborough)","Summer",66,"mm","2020-12-01","2021-02-28",-41.52133,173.86439,-76,-82.9
"Christchurch (Canterbury)","Summer",128.20000000000002,"mm","2020-12-01","2021-02-28",-43.493,172.537,-6.4,-1
"Dannevirke (Manawatū-Whanganui)","Summer",135.20000000000002,"mm","2020-12-01","2021-02-28",-40.21,176.109,-100.4,-89.2
"Dunedin (Otago)","Summer",190.4,"mm","2020-12-01","2021-02-28",-45.90129,170.5147,14.9,-13.5
"Gisborne (Gisborne)","Summer",147.6,"mm","2020-12-01","2021-02-28",-38.6586,177.9851,-55,-53.8
"Gore (Southland)","Summer",228.2,"mm","2020-12-01","2021-02-28",-46.115,168.887,-22.5,-42.8
"Hamilton (Waikato)","Summer",153,"mm","2020-12-01","2021-02-28",-37.86088,175.33175,-114.7,-97.4
"Hokitika (West Coast)","Summer",632.6999999999999,"mm","2020-12-01","2021-02-28",-42.71228,170.98428,-20.9,-81.5
"Invercargill (Southland)","Summer",280.5,"mm","2020-12-01","2021-02-28",-46.41741,168.33052,1.1,-1.3
"Kerikeri (Northland)","Summer",210.20000000000002,"mm","2020-12-01","2021-02-28",-35.183,173.926,-89.3,-118.8
"Lake Tekapo (Canterbury)","Summer",108,"mm","2020-12-01","2021-02-28",-44.002,170.441,-17.8,-25.2
"Masterton (Wellington)","Summer",91,"mm","2020-12-01","2021-02-28",-40.957,175.707,-64.3,-70
"Milford Sound (Southland)","Summer",1255.8,"mm","2020-12-01","2021-02-28",-44.67384,167.92406,-331.2,-443.6
"Napier (Hawke's Bay)","Summer",66.2,"mm","2020-12-01","2021-02-28",-39.49846,176.91189,-98,-91.4
"Nelson (Nelson)","Summer",148.6,"mm","2020-12-01","2021-02-28",-41.299,173.226,-45.4,-66.6
"New Plymouth (Taranaki)","Summer",287,"mm","2020-12-01","2021-02-28",-39.0079,174.18382,-28.9,-0.9
"Queenstown (Otago)","Summer",215.4,"mm","2020-12-01","2021-02-28",-45.01758,168.74005,61.9,25.8
"Reefton (West Coast)","Summer",386.20000000000005,"mm","2020-12-01","2021-02-28",-42.11578,171.86014,-34.3,-23.2
"Rotorua (Bay of Plenty)","Summer",181,"mm","2020-12-01","2021-02-28",-38.10595,176.31485,-165.5,-125.4
"Tara Hills (Canterbury)","Summer",116.1,"mm","2020-12-01","2021-02-28",-44.52612,169.88948,-32.4,-29.3
"Taumarunui (Manawatū-Whanganui)","Summer",202.2,"mm","2020-12-01","2021-02-28",-38.88784,175.25981,-105.1,-112.6
"Taupō (Waikato)","Summer",91.2,"mm","2020-12-01","2021-02-28",-38.74263,176.08104,-146.8,-133.8
"Tauranga (Bay of Plenty)","Summer",99.6,"mm","2020-12-01","2021-02-28",-37.673,176.196,-190.5,-159
"Timaru (Canterbury)","Summer",153.5,"mm","2020-12-01","2021-02-28",-44.30517,171.22141,13.6,2.5
"Waiouru (Manawatū-Whanganui)","Summer",110.8,"mm","2020-12-01","2021-02-28",-39.46249,175.66283,-133.8,-126.1
"Wellington (Wellington)","Summer",194.4,"mm","2020-12-01","2021-02-28",-41.285,174.768,-48.9,-51.9
"Whanganui (Manawatū-Whanganui)","Summer",147.6,"mm","2020-12-01","2021-02-28",-39.93704,175.04509,-54.3,-65.5
"Whangaparāoa (Auckland)","Summer",103.6,"mm","2020-12-01","2021-02-28",-36.606,174.835,-123,-101.1
"Whangārei (Northland)","Summer",181.2,"mm","2020-12-01","2021-02-28",-35.769,174.364,-123.7,-69.1
"Auckland (Auckland)","Spring",183.2,"mm","2020-09-01","2020-11-30",-37.00813,174.78873,-72.3,-67.7
"Blenheim (Marlborough)","Spring",204.4,"mm","2020-09-01","2020-11-30",-41.52133,173.86439,33.2,24.9
"Christchurch (Canterbury)","Spring",136.2,"mm","2020-09-01","2020-11-30",-43.493,172.537,0.3,-0.7
"Dannevirke (Manawatū-Whanganui)","Spring",383.59999999999997,"mm","2020-09-01","2020-11-30",-40.21,176.109,140.2,104.7
"Dunedin (Otago)","Spring",117.4,"mm","2020-09-01","2020-11-30",-45.90129,170.5147,-36.1,-47.1
"Gisborne (Gisborne)","Spring",205.2,"mm","2020-09-01","2020-11-30",-38.6586,177.9851,-2.5,7.4
"Gore (Southland)","Spring",297.4,"mm","2020-09-01","2020-11-30",-46.115,168.887,85.9,56.8
"Hamilton (Waikato)","Spring",298.2,"mm","2020-09-01","2020-11-30",-37.86088,175.33175,-2.3,-1
"Hokitika (West Coast)","Spring",846.1,"mm","2020-09-01","2020-11-30",-42.71228,170.98428,61.7,93.7
"Invercargill (Southland)","Spring",359.2,"mm","2020-09-01","2020-11-30",-46.41741,168.33052,105.2,70.5
"Kerikeri (Northland)","Spring",202.8,"mm","2020-09-01","2020-11-30",-35.183,173.926,-166.3,-134.7
"Lake Tekapo (Canterbury)","Spring",162.8,"mm","2020-09-01","2020-11-30",-44.002,170.441,12.3,14.9
"Masterton (Wellington)","Spring",375.4,"mm","2020-09-01","2020-11-30",-40.957,175.707,192,159.7
"Milford Sound (Southland)","Spring",2193.4,"mm","2020-09-01","2020-11-30",-44.67384,167.92406,587.6,561.7
"Napier (Hawke's Bay)","Spring",429,"mm","2020-09-01","2020-11-30",-39.49846,176.91189,274.6,263
"Nelson (Nelson)","Spring",329.8,"mm","2020-09-01","2020-11-30",-41.299,173.226,96.1,102.9
"New Plymouth (Taranaki)","Spring",553.4,"mm","2020-09-01","2020-11-30",-39.0079,174.18382,200,202.2
"Queenstown (Otago)","Spring",208.2,"mm","2020-09-01","2020-11-30",-45.01758,168.74005,31.2,23.5
"Reefton (West Coast)","Spring",522.2,"mm","2020-09-01","2020-11-30",-42.11578,171.86014,-37.9,6.4
"Rotorua (Bay of Plenty)","Spring",336.2,"mm","2020-09-01","2020-11-30",-38.10595,176.31485,-5.1,53.3
"Tara Hills (Canterbury)","Spring",148.3,"mm","2020-09-01","2020-11-30",-44.52612,169.88948,11.7,23.1
"Taumarunui (Manawatū-Whanganui)","Spring",391.1,"mm","2020-09-01","2020-11-30",-38.88784,175.25981,15.7,-10.4
"Taupō (Waikato)","Spring",245.79999999999998,"mm","2020-09-01","2020-11-30",-38.74263,176.08104,18.7,28
"Tauranga (Bay of Plenty)","Spring",157.8,"mm","2020-09-01","2020-11-30",-37.673,176.196,-137,-75.4
"Timaru (Canterbury)","Spring",111.8,"mm","2020-09-01","2020-11-30",-44.30517,171.22141,-14,-26.3
"Waiouru (Manawatū-Whanganui)","Spring",365.2,"mm","2020-09-01","2020-11-30",-39.46249,175.66283,110.2,63.2
"Wellington (Wellington)","Spring",545.4,"mm","2020-09-01","2020-11-30",-41.285,174.768,230.8,212.3
"Whanganui (Manawatū-Whanganui)","Spring",311.6,"mm","2020-09-01","2020-11-30",-39.93704,175.04509,106.1,71.3
"Whangaparāoa (Auckland)","Spring",161.5,"mm","2020-09-01","2020-11-30",-36.606,174.835,-98.3,-60.2
"Whangārei (Northland)","Spring",227.2,"mm","2020-09-01","2020-11-30",-35.769,174.364,-92.1,-38.3
"Auckland (Auckland)","Winter",374,"mm","2020-06-01","2020-08-31",-37.00813,174.78873,14.2,4.2
"Blenheim (Marlborough)","Winter",161.4,"mm","2020-06-01","2020-08-31",-41.52133,173.86439,-36.1,-46.9
"Christchurch (Canterbury)","Winter",188.79999999999998,"mm","2020-06-01","2020-08-31",-43.493,172.537,10.3,-1.7
"Dannevirke (Manawatū-Whanganui)","Winter",167.6,"mm","2020-06-01","2020-08-31",-40.21,176.109,-128.5,-104.2
"Dunedin (Otago)","Winter",176.4,"mm","2020-06-01","2020-08-31",-45.90129,170.5147,4.8,17
"Gisborne (Gisborne)","Winter",395.2,"mm","2020-06-01","2020-08-31",-38.6586,177.9851,46.8,77.7
"Gore (Southland)","Winter",223.3,"mm","2020-06-01","2020-08-31",-46.115,168.887,38,28.6
"Hamilton (Waikato)","Winter",317,"mm","2020-06-01","2020-08-31",-37.86088,175.33175,-55.7,-64.4
"Hokitika (West Coast)","Winter",637.4,"mm","2020-06-01","2020-08-31",-42.71228,170.98428,-34.6,-95.1
"Invercargill (Southland)","Winter",288.9,"mm","2020-06-01","2020-08-31",-46.41741,168.33052,55.2,16.3
"Kerikeri (Northland)","Winter",722.8,"mm","2020-06-01","2020-08-31",-35.183,173.926,157.2,172.1
"Lake Tekapo (Canterbury)","Winter",118.3,"mm","2020-06-01","2020-08-31",-44.002,170.441,-51.5,-42.6
"Masterton (Wellington)","Winter",256.2,"mm","2020-06-01","2020-08-31",-40.957,175.707,-9.8,-13.3
"Milford Sound (Southland)","Winter",1454.1000000000001,"mm","2020-06-01","2020-08-31",-44.67384,167.92406,352.7,171.3
"Napier (Hawke's Bay)","Winter",169.6,"mm","2020-06-01","2020-08-31",-39.49846,176.91189,-66.1,-63.7
"Nelson (Nelson)","Winter",216.4,"mm","2020-06-01","2020-08-31",-41.299,173.226,-29.2,-30.5
"New Plymouth (Taranaki)","Winter",407.6,"mm","2020-06-01","2020-08-31",-39.0079,174.18382,-48.9,-7.2
"Queenstown (Otago)","Winter",203.5,"mm","2020-06-01","2020-08-31",-45.01758,168.74005,50.5,28
"Reefton (West Coast)","Winter",290.6,"mm","2020-06-01","2020-08-31",-42.11578,171.86014,-234,-246.2
"Rotorua (Bay of Plenty)","Winter",450.8,"mm","2020-06-01","2020-08-31",-38.10595,176.31485,38.9,58.5
"Tara Hills (Canterbury)","Winter",114.2,"mm","2020-06-01","2020-08-31",-44.52612,169.88948,-3.1,-7.8
"Taumarunui (Manawatū-Whanganui)","Winter",396.1,"mm","2020-06-01","2020-08-31",-38.88784,175.25981,9.2,-35.5
"Taupō (Waikato)","Winter",279.2,"mm","2020-06-01","2020-08-31",-38.74263,176.08104,18.9,-1.9
"Tauranga (Bay of Plenty)","Winter",455.9,"mm","2020-06-01","2020-08-31",-37.673,176.196,67.5,94.3
"Timaru (Canterbury)","Winter",81.4,"mm","2020-06-01","2020-08-31",-44.30517,171.22141,-35.6,-49.6
"Waiouru (Manawatū-Whanganui)","Winter",351.79999999999995,"mm","2020-06-01","2020-08-31",-39.46249,175.66283,53.4,7.5
"Wellington (Wellington)","Winter",316.2,"mm","2020-06-01","2020-08-31",-41.285,174.768,-124.1,-87
"Whanganui (Manawatū-Whanganui)","Winter",232.8,"mm","2020-06-01","2020-08-31",-39.93704,175.04509,-8,-28.7
"Whangaparāoa (Auckland)","Winter",326.3,"mm","2020-06-01","2020-08-31",-36.606,174.835,-39.6,0.2
"Whangārei (Northland)","Winter",810.2,"mm","2020-06-01","2020-08-31",-35.769,174.364,324.3,362.2
"Auckland (Auckland)","Autumn",178.2,"mm","2020-03-01","2020-05-31",-37.00813,174.78873,-96.4,-100.6
"Blenheim (Marlborough)","Autumn",111.19999999999999,"mm","2020-03-01","2020-05-31",-41.52133,173.86439,-72.7,-57.2
"Christchurch (Canterbury)","Autumn",103.6,"mm","2020-03-01","2020-05-31",-43.493,172.537,-64.6,-57.2
"Dannevirke (Manawatū-Whanganui)","Autumn",160,"mm","2020-03-01","2020-05-31",-40.21,176.109,-99.2,-73.4
"Dunedin (Otago)","Autumn",94.8,"mm","2020-03-01","2020-05-31",-45.90129,170.5147,-91.4,-76.8
"Gisborne (Gisborne)","Autumn",178.6,"mm","2020-03-01","2020-05-31",-38.6586,177.9851,-87.7,-124.9
"Gore (Southland)","Autumn",163.2,"mm","2020-03-01","2020-05-31",-46.115,168.887,-88.8,-70.5
"Hamilton (Waikato)","Autumn",228,"mm","2020-03-01","2020-05-31",-37.86088,175.33175,-50.9,-61.3
"Hokitika (West Coast)","Autumn",679.5,"mm","2020-03-01","2020-05-31",-42.71228,170.98428,-22.3,-32.4
"Invercargill (Southland)","Autumn",197.6,"mm","2020-03-01","2020-05-31",-46.41741,168.33052,-112.8,-91.3
"Kerikeri (Northland)","Autumn",516.6,"mm","2020-03-01","2020-05-31",-35.183,173.926,118,89.5
"Lake Tekapo (Canterbury)","Autumn",116.30000000000001,"mm","2020-03-01","2020-05-31",-44.002,170.441,-35.2,-41.3
"Masterton (Wellington)","Autumn",272,"mm","2020-03-01","2020-05-31",-40.957,175.707,65.8,63.8
"Milford Sound (Southland)","Autumn",1427.4,"mm","2020-03-01","2020-05-31",-44.67384,167.92406,-209.5,-188
"Napier (Hawke's Bay)","Autumn",90.8,"mm","2020-03-01","2020-05-31",-39.49846,176.91189,-113.4,-104.4
"Nelson (Nelson)","Autumn",147,"mm","2020-03-01","2020-05-31",-41.299,173.226,-100.6,-82.2
"New Plymouth (Taranaki)","Autumn",372.7,"mm","2020-03-01","2020-05-31",-39.0079,174.18382,0.3,15.7
"Queenstown (Otago)","Autumn",136.6,"mm","2020-03-01","2020-05-31",-45.01758,168.74005,-50.5,-41.2
"Reefton (West Coast)","Autumn",425.4,"mm","2020-03-01","2020-05-31",-42.11578,171.86014,-53.8,-5.3
"Rotorua (Bay of Plenty)","Autumn",220.7,"mm","2020-03-01","2020-05-31",-38.10595,176.31485,-122.1,-144.4
"Tara Hills (Canterbury)","Autumn",99.8,"mm","2020-03-01","2020-05-31",-44.52612,169.88948,-46.9,-21.5
"Taumarunui (Manawatū-Whanganui)","Autumn",276.4,"mm","2020-03-01","2020-05-31",-38.88784,175.25981,-27.4,-54.4
"Taupō (Waikato)","Autumn",158,"mm","2020-03-01","2020-05-31",-38.74263,176.08104,-52,-64.5
"Tauranga (Bay of Plenty)","Autumn",114.4,"mm","2020-03-01","2020-05-31",-37.673,176.196,-231.4,-236.5
"Timaru (Canterbury)","Autumn",69.60000000000001,"mm","2020-03-01","2020-05-31",-44.30517,171.22141,-78,-58.9
"Waiouru (Manawatū-Whanganui)","Autumn",210.4,"mm","2020-03-01","2020-05-31",-39.46249,175.66283,-34.3,-44.7
"Wellington (Wellington)","Autumn",279.4,"mm","2020-03-01","2020-05-31",-41.285,174.768,-63,-31.8
"Whanganui (Manawatū-Whanganui)","Autumn",145.1,"mm","2020-03-01","2020-05-31",-39.93704,175.04509,-65.9,-79.2
"Whangaparāoa (Auckland)","Autumn",165,"mm","2020-03-01","2020-05-31",-36.606,174.835,-101.1,-109.2
"Whangārei (Northland)","Autumn",327.6,"mm","2020-03-01","2020-05-31",-35.769,174.364,-44.8,8.2
"Auckland (Auckland)","Annual",793.8,"mm","2020-01-01","2020-12-31",-37.00813,174.78873,-336.1,-305.9
"Blenheim (Marlborough)","Annual",527.6,"mm","2020-01-01","2020-12-31",-41.52133,173.86439,-167,-178
"Christchurch (Canterbury)","Annual",517,"mm","2020-01-01","2020-12-31",-43.493,172.537,-98.8,-101.2
"Dannevirke (Manawatū-Whanganui)","Annual",783.1999999999999,"mm","2020-01-01","2020-12-31",-40.21,176.109,-246.3,-225.8
"Dunedin (Otago)","Annual",599.8,"mm","2020-01-01","2020-12-31",-45.90129,170.5147,-87.2,-100.2
"Gisborne (Gisborne)","Annual",872.2,"mm","2020-01-01","2020-12-31",-38.6586,177.9851,-149.4,-148
"Gore (Southland)","Annual",1006.9,"mm","2020-01-01","2020-12-31",-46.115,168.887,104.7,68.5
"Hamilton (Waikato)","Annual",905.2,"mm","2020-01-01","2020-12-31",-37.86088,175.33175,-314,-315.3
"Hokitika (West Coast)","Annual",2825.4,"mm","2020-01-01","2020-12-31",-42.71228,170.98428,1.1,-80.6
"Invercargill (Southland)","Annual",1113,"mm","2020-01-01","2020-12-31",-46.41741,168.33052,31.4,-16.5
"Kerikeri (Northland)","Annual",1486.2,"mm","2020-01-01","2020-12-31",-35.183,173.926,-143.2,-157.8
"Lake Tekapo (Canterbury)","Annual",488.2,"mm","2020-01-01","2020-12-31",-44.002,170.441,-109.6,-111.1
"Masterton (Wellington)","Annual",964.4,"mm","2020-01-01","2020-12-31",-40.957,175.707,156.1,109.8
"Milford Sound (Southland)","Annual",7349.1,"mm","2020-01-01","2020-12-31",-44.67384,167.92406,1389.3,1144
"Napier (Hawke's Bay)","Annual",731.6,"mm","2020-01-01","2020-12-31",-39.49846,176.91189,-23.2,-20.6
"Nelson (Nelson)","Annual",810.2,"mm","2020-01-01","2020-12-31",-41.299,173.226,-109.6,-110.3
"New Plymouth (Taranaki)","Annual",1533.7,"mm","2020-01-01","2020-12-31",-39.0079,174.18382,35.4,119.4
"Queenstown (Otago)","Annual",716.1,"mm","2020-01-01","2020-12-31",-45.01758,168.74005,43,-9.8
"Reefton (West Coast)","Annual",1547.2,"mm","2020-01-01","2020-12-31",-42.11578,171.86014,-440.5,-345.4
"Rotorua (Bay of Plenty)","Annual",1056.9,"mm","2020-01-01","2020-12-31",-38.10595,176.31485,-386,-289.6
"Tara Hills (Canterbury)","Annual",479.9,"mm","2020-01-01","2020-12-31",-44.52612,169.88948,-70.7,-33.3
"Taumarunui (Manawatū-Whanganui)","Annual",1173.2,"mm","2020-01-01","2020-12-31",-38.88784,175.25981,-200.4,-306.7
"Taupō (Waikato)","Annual",740.8,"mm","2020-01-01","2020-12-31",-38.74263,176.08104,-194.5,-206
"Tauranga (Bay of Plenty)","Annual",777.5,"mm","2020-01-01","2020-12-31",-37.673,176.196,-540.3,-426.7
"Timaru (Canterbury)","Annual",348.8,"mm","2020-01-01","2020-12-31",-44.30517,171.22141,-180.9,-199.6
"Waiouru (Manawatū-Whanganui)","Annual",1019.6,"mm","2020-01-01","2020-12-31",-39.46249,175.66283,-20.9,-119.2
"Wellington (Wellington)","Annual",1311,"mm","2020-01-01","2020-12-31",-41.285,174.768,-29.1,15.5
"Whanganui (Manawatū-Whanganui)","Annual",842.7,"mm","2020-01-01","2020-12-31",-39.93704,175.04509,-16.4,-97.9
"Whangaparāoa (Auckland)","Annual",681.4,"mm","2020-01-01","2020-12-31",-36.606,174.835,-434.5,-345.1
"Whangārei (Northland)","Annual",1395.2,"mm","2020-01-01","2020-12-31",-35.769,174.364,-82.7,112.1
"Auckland (Auckland)","Summer",73.2,"mm","2019-12-01","2020-02-29",-37.00813,174.78873,-168.1,-126.6
"Blenheim (Marlborough)","Summer",120.39999999999999,"mm","2019-12-01","2020-02-29",-41.52133,173.86439,-21.6,-28.5
"Christchurch (Canterbury)","Summer",61,"mm","2019-12-01","2020-02-29",-43.493,172.537,-73.6,-68.2
"Dannevirke (Manawatū-Whanganui)","Summer",95.4,"mm","2019-12-01","2020-02-29",-40.21,176.109,-140.2,-129
"Dunedin (Otago)","Summer",259.4,"mm","2019-12-01","2020-02-29",-45.90129,170.5147,83.9,55.5
"Gisborne (Gisborne)","Summer",147.2,"mm","2019-12-01","2020-02-29",-38.6586,177.9851,-55.4,-54.2
"Gore (Southland)","Summer",363.4,"mm","2019-12-01","2020-02-29",-46.115,168.887,112.7,92.4
"Hamilton (Waikato)","Summer",86.6,"mm","2019-12-01","2020-02-29",-37.86088,175.33175,-181.1,-163.8
"Hokitika (West Coast)","Summer",704,"mm","2019-12-01","2020-02-29",-42.71228,170.98428,50.5,-10.2
"Invercargill (Southland)","Summer",289.5,"mm","2019-12-01","2020-02-29",-46.41741,168.33052,10.1,7.7
"Kerikeri (Northland)","Summer",90.8,"mm","2019-12-01","2020-02-29",-35.183,173.926,-208.7,-238.2
"Lake Tekapo (Canterbury)","Summer",204,"mm","2019-12-01","2020-02-29",-44.002,170.441,78.2,70.8
"Masterton (Wellington)","Summer",78.8,"mm","2019-12-01","2020-02-29",-40.957,175.707,-76.5,-82.2
"Milford Sound (Southland)","Summer",2646.2,"mm","2019-12-01","2020-02-29",-44.67384,167.92406,1059.2,946.8
"Napier (Hawke's Bay)","Summer",94.2,"mm","2019-12-01","2020-02-29",-39.49846,176.91189,-70,-63.4
"Nelson (Nelson)","Summer",188.6,"mm","2019-12-01","2020-02-29",-41.299,173.226,-5.4,-26.6
"New Plymouth (Taranaki)","Summer",216.2,"mm","2019-12-01","2020-02-29",-39.0079,174.18382,-99.7,-71.7
"Queenstown (Otago)","Summer",246.6,"mm","2019-12-01","2020-02-29",-45.01758,168.74005,93.1,57
"Reefton (West Coast)","Summer",455,"mm","2019-12-01","2020-02-29",-42.11578,171.86014,34.5,45.6
"Rotorua (Bay of Plenty)","Summer",165,"mm","2019-12-01","2020-02-29",-38.10595,176.31485,-181.5,-141.4
"Tara Hills (Canterbury)","Summer",219.89999999999998,"mm","2019-12-01","2020-02-29",-44.52612,169.88948,71.4,74.5
"Taumarunui (Manawatū-Whanganui)","Summer",157.4,"mm","2019-12-01","2020-02-29",-38.88784,175.25981,-149.9,-157.4
