Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C),,,,,,
20100809,2.6,1.7,83,0,,,,,,
20100810,-2.6,-2.8,94,-3.4,,,,,,
20100811,-0.4,-0.5,97,-0.8,,,,,,
20100812,1.1,0.9,96,0.6,,,,,,
20100813,12.7,12,92,11.4,,,,,,
20100814,10.9,10.7,97,10.5,,,,,,
20100815,6.2,5.9,95,5.5,,,,,,
20100816,8.5,7.8,90,7,,,,,,
20100817,8.2,7.9,96,7.6,,,,,,
20100818,6.6,6.3,95,5.9,,,,,,
20100819,5.7,5.1,91,4.4,,,,,,
20100820,4.9,4.7,97,4.5,,,,,,
20100821,2.7,2.5,97,2.3,,,,,,
20100822,6.5,6.3,97,6.1,,,,,,
20100823,5.5,5.4,98,5.2,,,,,,
20100824,1.9,1.7,97,1.5,,,,,,
20100825,1.9,1.7,97,1.5,,,,,,
20100826,8.8,8.3,93,7.7,,,,,,
20100827,6.1,5.8,96,5.5,,,,,,
20100828,8.4,8.1,95,7.7,,,,,,
20100829,4.9,4.7,97,4.5,,,,,,
20100830,3.3,3.1,96,2.7,,,,,,
20100831,7.1,5.8,81,4.1,,,,,,
20100901,2.8,2.1,88,1,,,,,,
20100902,8,7,86,5.8,,,,,,
20100903,6,5.8,97,5.6,,,,,,
20100904,2.1,1.9,97,1.7,,,,,,
20100905,5.3,5.2,98,5,,,,,,
20100906,12.3,11.5,90,10.7,,,,,,
20100907,10.8,10,90,9.2,,,,,,
20100908,8,7.8,97,7.6,,,,,,
20100909,5,4.8,97,4.6,,,,,,
20100910,10.3,8.7,80,7,,,,,,
20100911,9.4,9,95,8.6,,,,,,
20100912,9.7,9.4,96,9.1,,,,,,
20100913,11.7,10.8,89,10,,,,,,
20100914,9.8,7.9,75,5.6,,,,,,
20100915,6.7,6,89,5,,,,,,
20100916,5.8,5.7,98,5.5,,,,,,
20100917,7.6,6.9,90,6.1,,,,,,
20100918,5.9,5.5,94,5,,,,,,
20100919,5.7,4.6,83,3,,,,,,
20100920,7.9,7,87,5.9,,,,,,
20100921,4.2,3.6,90,2.7,,,,,,
20100922,5,3.6,78,1.5,,,,,,
20100923,3.7,3.1,90,2.2,,,,,,
20100924,5.1,4.9,97,4.7,,,,,,
20100925,6.9,6.6,96,6.3,,,,,,
20100926,12.6,11.9,92,11.3,,,,,,
20100927,5.9,5.7,96,5.3,,,,,,
20100928,5.8,5.6,97,5.4,,,,,,
20100929,13.1,12.4,92,11.8,,,,,,
20100930,12.9,12.4,94,12,,,,,,
20101001,6.6,5.8,88,4.8,,,,,,
20101002,6.1,5.8,96,5.5,,,,,,
20101003,6.4,5.3,83,3.7,,,,,,
20101004,7.4,7.1,95,6.7,,,,,,
20101005,6.2,6,97,5.8,,,,,,
20101006,8.8,8.2,92,7.6,,,,,,
20101007,9.2,8.3,88,7.3,,,,,,
20101008,9.4,8.7,90,7.9,,,,,,
20101009,7.7,6.5,83,5,,,,,,
20101010,5.8,5.6,97,5.4,,,,,,
20101011,4.8,3.6,81,1.8,,,,,,
20101012,2.8,1.8,83,0.2,,,,,,
20101013,5,3.4,75,1,,,,,,
20101014,6.8,4.9,72,2.1,,,,,,
20101015,9,7.5,80,5.7,,,,,,
20101016,10.2,8.6,80,6.9,,,,,,
20101017,12.6,11.9,91,11.2,,,,,,
20101018,4.3,3.5,86,2.2,,,,,,
20101019,5.6,5.3,95,4.9,,,,,,
20101020,6.5,5.4,83,3.8,,,,,,
20101021,8.4,6.9,79,5,,,,,,
20101022,4.8,4.6,97,4.4,,,,,,
20101023,7.8,6.8,86,5.6,,,,,,
20101024,8.2,7.5,90,6.7,,,,,,
20101025,10.8,8.4,70,5.6,,,,,,
20101026,8.6,8,91,7.2,,,,,,
20101027,11.9,10.5,83,9.1,,,,,,
20101028,10.2,9.7,94,9.3,,,,,,
20101029,12.7,11.5,86,10.4,,,,,,
20101030,12.7,10.5,74,8.2,,,,,,
20101031,11.5,9.4,74,7,,,,,,
20101101,11,9.2,77,7.1,,,,,,
20101102,13.5,11.3,75,9.2,,,,,,
20101103,9.6,9.1,93,8.5,,,,,,
20101104,11.4,9.4,76,7.3,,,,,,
20101105,9,8.2,89,7.3,,,,,,
20101106,7.8,5.7,70,2.7,,,,,,
20101107,9,6.4,66,3,,,,,,
20101108,11.9,9.9,76,7.8,,,,,,
20101109,11,9.5,81,7.9,,,,,,
20101110,12.2,10.1,75,7.9,,,,,,
20101111,15.3,13.2,78,11.5,,,,,,
20101112,15.3,13.4,80,11.9,,,,,,
20101113,15,13.3,82,12,,,,,,
20101114,13.9,12.7,86,11.6,,,,,,
20101115,10.2,9,85,7.8,,,,,,
20101116,12.8,11.1,80,9.5,,,,,,
20101117,17.8,15.2,74,13.1,,,,,,
20101118,15.4,13.2,77,11.4,,,,,,
20101119,16.2,13.4,71,10.9,,,,,,
20101120,14.8,13.7,88,12.8,,,,,,
20101121,12.6,11.3,84,10,,,,,,
20101122,10.8,8.1,67,4.9,,,,,,
20101123,12.6,9.1,60,5.1,,,,,,
20101124,12.4,10.5,78,8.7,,,,,,
20101125,14.4,11.9,73,9.6,,,,,,
20101126,17,14.3,73,12.1,,,,,,
20101127,16.4,14.3,78,12.6,,,,,,
20101128,15.5,14.6,90,13.9,,,,,,
20101129,14,11.3,70,8.6,,,,,,
20101130,14.3,13.2,88,12.3,,,,,,
20101201,15.6,14.3,86,13.3,,,,,,
20101202,17.1,15,79,13.4,,,,,,
20101203,17.1,14.2,71,11.8,,,,,,
20101204,16.8,14.3,75,12.4,,,,,,
20101205,16.4,13.2,68,10.5,,,,,,
20101206,14.6,12.3,75,10.2,,,,,,
20101207,15.7,13.6,78,11.9,,,,,,
20101208,15.9,13.7,77,11.9,,,,,,
20101209,15,13.2,80,11.6,,,,,,
20101210,12.7,11.2,82,9.7,,,,,,
20101211,18.1,16.5,84,15.4,,,,,,
20101212,13.2,12,86,10.9,,,,,,
20101213,18.2,16.3,81,14.9,,,,,,
20101214,18.7,17.4,87,16.5,,,,,,
20101215,14.8,12,70,9.4,,,,,,
20101216,15.8,13.3,74,11.2,,,,,,
20101217,16.8,16.4,96,16.2,,,,,,
20101218,18.6,17.2,86,16.2,,,,,,
20101219,17.2,17.1,99,17.1,,,,,,
20101220,18.3,17.4,91,16.8,,,,,,
20101221,20.2,19.8,96,19.5,,,,,,
20101222,18,15.5,76,13.7,,,,,,
20101223,13.4,12.2,86,11.1,,,,,,
20101224,13.6,13.3,96,13,,,,,,
20101225,11.5,10.5,87,9.4,,,,,,
20101226,14.1,12.3,80,10.7,,,,,,
20101227,16.1,15.6,95,15.3,,,,,,
20101228,17.8,17.4,96,17.2,,,,,,
20101229,12.4,11.3,87,10.3,,,,,,
20101230,11.8,11.2,93,10.7,,,,,,
20101231,13.2,11.8,84,10.6,,,,,,
20110101,15.2,12.7,73,10.4,,,,,,
20110102,12.8,12,91,11.4,,,,,,
20110103,19.7,16.2,68,13.6,,,,,,
20110104,20.5,17,69,14.6,,,,,,
20110105,18,17.6,96,17.4,,,,,,
20110106,17.3,16.8,95,16.5,,,,,,
20110107,17.3,15.5,82,14.2,,,,,,
20110108,14.3,12.3,78,10.5,,,,,,
20110109,13.9,11.7,75,9.6,,,,,,
20110110,13.9,12.4,83,11.1,,,,,,
20110111,15.8,14.3,84,13.1,,,,,,
20110112,15.8,13.7,78,12,,,,,,
20110113,12.6,10.6,76,8.5,,,,,,
20110114,13.9,12.1,80,10.5,,,,,,
20110115,15,13.8,87,12.9,,,,,,
20110116,18.6,15.4,70,13,,,,,,
20110117,18.5,16.3,79,14.8,,,,,,
20110118,16.6,16.4,98,16.3,,,,,,
20110119,16,14.9,88,14,,,,,,
20110120,13,11.8,86,10.7,,,,,,
20110121,12.4,11,83,9.6,,,,,,
20110122,13.6,11.5,76,9.5,,,,,,
20110123,12.8,10.8,77,8.9,,,,,,
20110124,15.7,11.7,59,7.7,,,,,,
20110125,14.7,13.5,87,12.6,,,,,,
20110126,15,13.5,84,12.3,,,,,,
20110127,17.3,15,77,13.2,,,,,,
20110128,15.1,13.9,87,13,,,,,,
20110129,13.7,13,92,12.4,,,,,,
20110130,14.2,12.6,82,11.2,,,,,,
20110131,16.2,16.1,99,16,,,,,,
20110201,7.9,-,-,-,,,,,,
20110202,18.3,17,87,16.1,,,,,,
20110203,13.6,12.3,85,11.1,,,,,,
20110204,19.4,19.4,100,19.4,,,,,,
20110205,19.3,18.7,94,18.3,,,,,,
20110206,20.6,19.4,89,18.7,,,,,,
20110207,22.1,20.9,89,20.2,,,,,,
20110208,12.3,11.1,85,9.9,,,,,,
20110209,13.7,12.3,84,11,,,,,,
20110210,10.3,8.4,76,6.3,,,,,,
20110211,10.9,10.3,92,9.7,,,,,,
20110212,14.2,12.8,84,11.5,,,,,,
20110213,16.7,15.5,87,14.5,,,,,,
20110214,16.6,15.9,93,15.5,,,,,,
20110215,10.9,-,-,-,,,,,,
20110216,16.6,15.1,84,13.9,,,,,,
20110217,14.6,13.5,88,12.6,,,,,,
20110218,15,14.2,91,13.6,,,,,,
20110219,15.2,14.9,97,14.7,,,,,,
20110220,15.5,15.3,98,15.2,,,,,,
20110221,15,14.7,97,14.5,,,,,,
20110222,16.3,15.5,91,14.8,,,,,,
20110223,13.5,12.1,84,10.9,,,,,,
20110224,9.5,-,-,-,,,,,,
20110225,14.1,13.4,92,12.8,,,,,,
20110226,11.8,11.2,92,10.5,,,,,,
20110227,13.7,13.4,96,13.1,,,,,,
20110228,11.9,11.6,96,11.3,,,,,,
20110301,13.3,12.8,94,12.4,,,,,,
20110302,18,17.1,91,16.5,,,,,,
20110303,6.5,-,-,-,,,,,,
20110304,10.9,-,-,-,,,,,,
20110305,16,15.5,95,15.2,,,,,,
20110306,9.4,8.9,93,8.3,,,,,,
20110307,5.2,-,-,-,,,,,,
20110308,6.2,-,-,-,,,,,,
20110309,9.6,9.2,95,8.8,,,,,,
20110310,12,11.6,95,11.2,,,,,,
20110311,12.2,11.4,90,10.6,,,,,,
20110312,13.7,-,-,-,,,,,,
20110313,15.2,14.4,91,13.8,,,,,,
20110314,13.8,13.2,93,12.7,,,,,,
20110315,16.4,15.3,88,14.4,,,,,,
20110316,8.7,8.2,93,7.7,,,,,,
20110317,15,14.9,99,14.8,,,,,,
20110318,12.8,12.3,94,11.9,,,,,,
20110319,12,-,-,-,,,,,,
20110320,11,9.9,86,8.8,,,,,,
20110321,10.8,10.8,100,10.8,,,,,,
20110322,10.1,-,-,-,,,,,,
20110323,10.8,9.7,86,8.6,,,,,,
20110324,7.2,7,97,6.8,,,,,,
20110325,8.5,8.2,95,7.8,,,,,,
20110326,14.7,14.5,98,14.4,,,,,,
20110327,13.6,-,-,-,,,,,,
20110328,9,-,-,-,,,,,,
20110329,11.4,11.3,98,11.1,,,,,,
20110330,8.3,-,-,-,,,,,,
20110331,7.5,-,-,-,,,,,,
20110401,10.8,9.5,83,8,,,,,,
20110402,3.6,-,-,-,,,,,,
20110403,8.4,8,94,7.5,,,,,,
20110404,14.1,13,87,12,,,,,,
20110405,8.5,7.9,92,7.3,,,,,,
20110406,6.6,-,-,-,,,,,,
20110407,9.1,-,-,-,,,,,,
20110408,8.2,7.7,93,7.2,,,,,,
20110409,11,10.1,89,9.3,,,,,,
20110410,12.1,11.5,93,11,,,,,,
20110411,12,11.3,91,10.6,,,,,,
20110412,7.9,-,-,-,,,,,,
20110413,11.7,11.4,96,11.1,,,,,,
20110414,12.7,12.6,99,12.6,,,,,,
20110415,13.7,13.5,98,13.4,,,,,,
20110416,14,-,-,-,,,,,,
20110417,13.2,13.2,100,13.2,,,,,,
20110418,6.3,5.5,88,4.5,,,,,,
20110419,1.6,-,-,-,,,,,,
20110420,8.7,-,-,-,,,,,,
20110421,9.2,8.5,91,7.8,,,,,,
20110422,9.6,9.6,100,9.6,,,,,,
20110423,14.6,14.6,100,14.6,,,,,,
20110424,14.4,-,-,-,,,,,,
20110425,11.8,-,-,-,,,,,,
20110426,11.4,6.6,44,-0.4,,,,,,
20110427,8.6,5.8,62,1.7,,,,,,
20110428,3.8,2.9,84,1.4,,,,,,
20110429,2.4,1.9,90,0.9,,,,,,
20110430,3.5,-,-,-,,,,,,
20110501,4.6,-,-,-,,,,,,
20110502,10.7,9.7,87,8.6,,,,,,
20110503,13,-,-,-,,,,,,
20110504,15.7,15.4,97,15.2,,,,,,
20110505,13.8,-,-,-,,,,,,
20110506,12.8,12.8,100,12.8,,,,,,
20110507,11.6,-,-,-,,,,,,
20110508,10.4,-,-,-,,,,,,
20110509,13,-,-,-,,,,,,
20110510,11.6,11.6,100,11.6,,,,,,
20110511,7.9,-,-,-,,,,,,
20110512,12.8,12.8,100,12.8,,,,,,
20110513,8.7,8.7,100,8.7,,,,,,
20110514,11.3,-,-,-,,,,,,
20110515,10.5,10,94,9.6,,,,,,
20110516,6.7,6.6,98,6.4,,,,,,
20110517,9.9,9.9,100,9.9,,,,,,
20110518,4.3,4.2,98,4,,,,,,
20110519,6.7,-,-,-,,,,,,
20110520,9.6,-,-,-,,,,,,
20110521,9.8,9.8,100,9.8,,,,,,
20110522,9.5,9.5,100,9.5,,,,,,
20110523,8,8,100,8,,,,,,
20110524,9.5,9.5,100,9.5,,,,,,
20110525,15.8,15.7,99,15.6,,,,,,
20110526,14.1,14.1,100,14.1,,,,,,
20110527,11.9,11.9,100,11.9,,,,,,
20110528,9.2,8.5,90,7.7,,,,,,
20110529,4.2,-,-,-,,,,,,
20110530,5.5,-,-,-,,,,,,
20110531,7.9,-,-,-,,,,,,
20110601,9.2,9.2,100,9.2,,,,,,
20110602,4.7,4.7,100,4.7,,,,,,
20110603,2.9,2.9,100,2.9,,,,,,
20110604,7.9,7.9,100,7.9,,,,,,
20110605,14.4,14.4,100,14.4,,,,,,
20110606,9,9,100,9,,,,,,
20110607,10.8,10.8,100,10.8,,,,,,
20110608,6.6,-,-,-,,,,,,
20110609,8.8,8.8,100,8.8,,,,,,
20110610,7.9,7.9,100,7.9,,,,,,
20110611,8.1,8.1,100,8.1,,,,,,
20110612,8.1,8.1,100,8.1,,,,,,
20110613,7.8,7.8,100,7.8,,,,,,
20110614,7.1,7.1,100,7.1,,,,,,
20110615,5.3,5.3,100,5.3,,,,,,
20110616,6.5,-,-,-,,,,,,
20110617,2,2,100,2,,,,,,
20110618,9.7,9,91,8.3,,,,,,
20110619,8.3,8.3,100,8.3,,,,,,
20110620,9.2,9.2,100,9.2,,,,,,
20110621,3.9,3.9,100,3.9,,,,,,
20110622,7.3,-,-,-,,,,,,
20110623,9,9,100,9,,,,,,
20110624,6.3,-,-,-,,,,,,
20110625,5.2,5.2,100,5.2,,,,,,
20110626,0.8,0.8,100,0.8,,,,,,
20110627,1.6,1.6,100,1.6,,,,,,
20110628,4.8,-,-,-,,,,,,
20110629,6.9,4.3,62,0.1,,,,,,
20110630,-2,-2,100,-2.2,,,,,,
20110701,-0.5,-,-,-,,,,,,
20110702,-0.5,-,-,-,,,,,,
20110703,0.2,-,-,-,,,,,,
20110704,2.6,2.6,100,2.6,,,,,,
20110705,1.8,-,-,-,,,,,,
20110706,5.4,-,-,-,,,,,,
20110707,7.8,7.5,95,7.1,,,,,,
20110708,2.8,2.8,100,2.8,,,,,,
20110709,7.8,7.8,100,7.8,,,,,,
20110710,6.7,5.7,85,4.4,,,,,,
20110711,6.6,6.6,100,6.6,,,,,,
20110712,3.7,3.7,100,3.7,,,,,,
20110713,7.7,7.7,100,7.7,,,,,,
20110714,5.4,5.2,96,4.8,,,,,,
20110715,2.3,2.3,100,2.3,,,,,,
20110716,-0.2,-,-,-,,,,,,
20110717,-0.3,-,-,-,,,,,,
20110718,3.5,3.5,100,3.5,,,,,,
20110719,5.3,5.3,100,5.3,,,,,,
20110720,4.1,4.1,100,4.1,,,,,,
20110721,2.5,2.5,100,2.5,,,,,,
20110722,-0.8,-0.8,100,-0.9,,,,,,
20110723,0.5,0.5,100,0.5,,,,,,
20110724,1.5,1.5,100,1.5,,,,,,
20110725,1.2,-1.3,55,-6.8,,,,,,
20110726,-3.9,-3.9,100,-4.4,,,,,,
20110727,1.6,1.6,100,1.6,,,,,,
20110728,4.5,4.5,100,4.5,,,,,,
20110729,5.7,5.7,100,5.7,,,,,,
20110730,5.2,5.2,100,5.2,,,,,,
20110731,1,1,100,1,,,,,,
20110801,3.7,3.7,100,3.7,,,,,,
20110802,5.2,5.2,100,5.2,,,,,,
20110803,3.5,3.5,100,3.5,,,,,,
20110804,0.7,0.7,100,0.7,,,,,,
20110805,5.4,5,94,4.5,,,,,,
20110806,4.8,4.7,99,4.7,,,,,,
20110807,4.6,4.6,100,4.6,,,,,,
20110808,3.9,3.9,100,3.9,,,,,,
20110809,5.6,5.6,100,5.6,,,,,,
20110810,3.5,3.5,100,3.5,,,,,,
20110811,0.6,0.6,100,0.6,,,,,,
20110812,3.4,3.4,100,3.4,,,,,,
20110813,6.2,6.2,100,6.2,,,,,,
20110814,4.8,4.7,99,4.7,,,,,,
20110815,-1.3,-1.7,91,-2.5,,,,,,
20110816,-0.9,-1.4,89,-2.5,,,,,,
20110817,2.8,1,68,-2.5,,,,,,
20110818,1.2,0.6,88,-0.6,,,,,,
20110819,0.8,0.1,86,-1.3,,,,,,
20110820,-1.9,-1.9,100,-2.1,,,,,,
20110821,2.3,1.9,92,1.1,,,,,,
20110822,2.1,2.1,100,2.1,,,,,,
20110823,7,6.7,96,6.4,,,,,,
20110824,7.2,7.2,100,7.2,,,,,,
20110825,6.6,6.6,100,6.6,,,,,,
20110826,4.7,4.7,100,4.7,,,,,,
20110827,9.2,8.7,93,8.1,,,,,,
20110828,8.9,8.9,100,8.9,,,,,,
20110829,7.4,7.4,100,7.4,,,,,,
20110830,9.8,9.7,99,9.7,,,,,,
20110831,9.3,8.2,85,6.9,,,,,,
20110901,7.5,6.8,90,6,,,,,,
20110902,2.2,2.2,100,2.2,,,,,,
20110903,4.3,4.3,100,4.3,,,,,,
20110904,6.4,6.4,100,6.4,,,,,,
20110905,6.9,6.9,100,6.9,,,,,,
20110906,8.7,7.5,83,6,,,,,,
20110907,7.5,6.7,89,5.8,,,,,,
20110908,7.5,6.8,90,6,,,,,,
20110909,9.3,9,96,8.7,,,,,,
20110910,5.9,5.7,96,5.3,,,,,,
20110911,11.1,9.2,76,7.1,,,,,,
20110912,9,8.3,91,7.6,,,,,,
20110913,7.6,6.8,88,5.8,,,,,,
20110914,5.9,5.9,100,5.9,,,,,,
20110915,7.6,7.6,100,7.6,,,,,,
20110916,6.5,6.4,99,6.4,,,,,,
20110917,7,6.3,90,5.5,,,,,,
20110918,8.2,7,83,5.5,,,,,,
20110919,7.8,7.5,95,7.1,,,,,,
20110920,1.2,1.2,100,1.2,,,,,,
20110921,4.8,4.4,94,3.9,,,,,,
20110922,8.9,7.2,77,5.1,,,,,,
20110923,8.4,8.1,96,7.8,,,,,,
20110924,11,9.7,84,8.4,,,,,,
20110925,5.4,5.2,96,4.8,,,,,,
20110926,0.8,0.8,100,0.8,,,,,,
20110927,6,6,100,6,,,,,,
20110928,6.7,6.7,100,6.7,,,,,,
20110929,4.1,4.1,100,4.1,,,,,,
20110930,3.5,3.5,100,3.5,,,,,,
20111001,6.4,6.4,100,6.4,,,,,,
20111002,12.9,12.1,90,11.3,,,,,,
20111003,11,11,100,11,,,,,,
20111004,10.2,8.7,81,7.1,,,,,,
20111005,7.9,6.4,79,4.5,,,,,,
20111006,6.7,5.7,85,4.4,,,,,,
20111007,6.9,6.5,94,6,,,,,,
20111008,9.6,9,92,8.4,,,,,,
20111009,5.8,3.7,68,0.4,,,,,,
20111010,6.1,6.1,100,6.1,,,,,,
20111011,11.9,11.9,100,11.9,,,,,,
20111012,11.7,11.1,92,10.4,,,,,,
20111013,10.3,10.3,100,10.3,,,,,,
20111014,9.8,9.2,92,8.6,,,,,,
20111015,8.2,7.9,96,7.6,,,,,,
20111016,5.3,5.3,100,5.3,,,,,,
20111017,5.5,5.5,100,5.5,,,,,,
20111018,10.8,9.2,80,7.5,,,,,,
20111019,8.5,7.8,90,7,,,,,,
20111020,6.3,5.4,86,4.2,,,,,,
20111021,10.4,9.4,87,8.3,,,,,,
20111022,12.3,12.3,100,12.3,,,,,,
20111023,12,10.2,78,8.3,,,,,,
20111024,12,10.4,81,8.9,,,,,,
20111025,13.2,12.5,92,11.9,,,,,,
20111026,14,13.8,98,13.7,,,,,,
20111027,11.6,9.6,76,7.5,,,,,,
20111028,9.8,9.7,98,9.5,,,,,,
20111029,13.2,13.2,100,13.2,,,,,,
20111030,15.4,13.6,81,12.2,,,,,,
20111031,13.3,13.3,100,13.3,,,,,,
20111101,12.2,12.2,100,12.2,,,,,,
20111102,13.6,13.4,97,13.1,,,,,,
20111103,10.1,9,85,7.7,,,,,,
20111104,8.3,8.2,98,8,,,,,,
20111105,3.6,3.4,97,3.2,,,,,,
20111106,8,7.3,90,6.5,,,,,,
20111107,11.2,10.2,87,9.1,,,,,,
20111108,12.6,11.7,89,10.9,,,,,,
20111109,12.8,12,91,11.4,,,,,,
20111110,11.7,9.9,78,8,,,,,,
20111111,10.8,9.4,82,7.9,,,,,,
20111112,12.3,11.8,94,11.4,,,,,,
20111113,11.7,10.5,85,9.3,,,,,,
20111114,11.5,10.1,83,8.7,,,,,,
20111115,11.8,10.9,89,10.1,,,,,,
20111116,13,12.2,90,11.4,,,,,,
20111117,11.7,10.1,80,8.4,,,,,,
20111118,7.7,7,90,6.2,,,,,,
20111119,7.8,-,-,-,,,,,,
20111120,9.4,9,94,8.5,,,,,,
20111121,15.7,15.7,100,15.7,,,,,,
20111122,9.6,-,-,-,,,,,,
20111123,10.6,10.6,100,10.6,,,,,,
20111124,11.1,9.8,84,8.5,,,,,,
20111125,11.1,11,98,10.8,,,,,,
20111126,12.1,9.8,73,7.4,,,,,,
20111127,12.4,10.1,73,7.7,,,,,,
20111128,13.7,12.9,91,12.3,,,,,,
20111129,12.7,10.8,78,9,,,,,,
20111130,14.2,11.7,72,9.2,,,,,,
20111201,13.1,12,87,11,,,,,,
20111202,14.6,12.1,73,9.8,,,,,,
20111203,14.6,13.2,84,11.9,,,,,,
20111204,13.8,-,-,-,,,,,,
20111205,16.1,15.6,95,15.3,,,,,,
20111206,15.2,13.8,85,12.7,,,,,,
20111207,13.5,13.2,96,12.9,,,,,,
20111208,12.9,12.2,92,11.6,,,,,,
20111209,15.5,13.8,82,12.5,,,,,,
20111210,15.3,13.7,83,12.4,,,,,,
20111211,17.2,15.2,80,13.7,,,,,,
20111212,16.5,15,84,13.8,,,,,,
20111213,17.9,17,91,16.4,,,,,,
20111214,17.9,17.9,100,17.9,,,,,,
20111215,16.8,-,-,-,,,,,,
20111216,16.2,15.6,94,15.2,,,,,,
20111217,14.6,11.2,64,7.9,,,,,,
20111218,13.5,9.3,54,4.4,,,,,,
20111219,15.1,12.7,74,10.5,,,,,,
20111220,14,13.1,90,12.4,,,,,,
20111221,16.4,14.3,78,12.6,,,,,,
20111222,17.6,15.4,78,13.7,,,,,,
20111223,17.4,15.4,80,13.9,,,,,,
20111224,17.5,15.7,82,14.4,,,,,,
20111225,16,13.7,76,11.8,,,,,,
20111226,16.8,14.6,78,13,,,,,,
20111227,16.2,12.7,64,9.4,,,,,,
20111228,15.7,13.4,76,11.5,,,,,,
20111229,17.2,16.3,91,15.7,,,,,,
20111230,17.6,17.6,100,17.6,,,,,,
20111231,14.6,14.3,97,14.1,,,,,,
20120101,17.8,15.5,77,13.7,,,,,,
20120102,17.1,13,60,9.3,,,,,,
20120103,16.8,14.7,79,13.1,,,,,,
20120104,16.1,15.2,90,14.5,,,,,,
20120105,16.4,14.9,84,13.7,,,,,,
20120106,15.1,13.6,84,12.4,,,,,,
20120107,16.7,15,82,13.6,,,,,,
20120108,19.8,14.1,50,9.1,,,,,,
20120109,18.4,13.9,58,10,,,,,,
20120110,16.2,16.1,99,16,,,,,,
20120111,18.4,17.6,92,17.1,,,,,,
20120112,17.5,-,-,-,,,,,,
20120113,14.3,14.1,98,14,,,,,,
20120114,14.8,14.5,96,14.2,,,,,,
20120115,13.8,11.9,79,10.2,,,,,,
20120116,10.9,10.8,98,10.6,,,,,,
20120117,11.1,10.2,89,9.4,,,,,,
20120118,13.6,12.4,86,11.3,,,,,,
20120119,14,13.2,91,12.6,,,,,,
20120120,16.3,13.8,74,11.7,,,,,,
20120121,16.9,14.3,74,12.3,,,,,,
20120122,14.7,14.5,98,14.4,,,,,,
20120123,8.4,8.3,99,8.3,,,,,,
20120124,13.5,12,83,10.7,,,,,,
20120125,15.5,14.4,88,13.5,,,,,,
20120126,15.5,14.8,92,14.2,,,,,,
20120127,11.5,10.6,89,9.8,,,,,,
20120128,11,10.9,98,10.7,,,,,,
20120129,14.5,-,-,-,,,,,,
20120130,11.1,9.7,83,8.3,,,,,,
20120131,10.8,10.8,100,10.8,,,,,,
20120201,18.3,17.9,96,17.7,,,,,,
20120202,15.4,-,-,-,,,,,,
20120203,17,17,100,17,,,,,,
20120204,19,17.9,89,17.2,,,,,,
20120205,18.2,18,98,17.9,,,,,,
20120206,18.6,-,-,-,,,,,,
20120207,16.2,15.4,91,14.7,,,,,,
20120208,14.4,-,-,-,,,,,,
20120209,15.6,15.6,100,15.6,,,,,,
20120210,17.5,17.3,98,17.2,,,,,,
20120211,16.8,15.3,85,14.3,,,,,,
20120212,15.6,15,93,14.5,,,,,,
20120213,16.4,14.7,82,13.3,,,,,,
20120214,16.8,16.8,100,16.8,,,,,,
20120215,18,16.7,87,15.8,,,,,,
20120216,14.8,14.8,100,14.8,,,,,,
20120217,17,15.7,87,14.8,,,,,,
20120218,16.5,15.6,90,14.9,,,,,,
20120219,15.5,14.3,87,13.3,,,,,,
20120220,16.5,16.5,100,16.5,,,,,,
20120221,16.4,16.4,100,16.4,,,,,,
20120222,18.4,18.4,100,18.4,,,,,,
20120223,20.7,20.6,99,20.5,,,,,,
20120224,17.4,17.4,100,17.4,,,,,,
20120225,13.5,-,-,-,,,,,,
20120226,12.3,-,-,-,,,,,,
20120227,13,-,-,-,,,,,,
20120228,17.4,16.4,90,15.7,,,,,,
20120229,16.6,14.8,81,13.3,,,,,,
20120405,10,8.3,78,6.4,,,,,,
20120406,9.7,8.4,83,7,,,,,,
20120407,8.2,7.6,92,7,,,,,,
20120408,12.9,11.2,80,9.5,,,,,,
20120409,10.9,10.2,91,9.5,,,,,,
20120410,12.9,12.4,94,12,,,,,,
20120411,13.5,13.1,95,12.7,,,,,,
20120412,10.5,9.6,88,8.6,,,,,,
20120413,8.6,8.2,94,7.7,,,,,,
20120414,13.2,12,86,10.9,,,,,,
20120415,12.8,11.9,89,11,,,,,,
20120416,13.4,11.8,82,10.4,,,,,,
20120417,12.2,11.5,91,10.8,,,,,,
20120418,8.2,7.3,87,6.2,,,,,,
20120419,7.6,6.3,82,4.7,,,,,,
20120420,10,9.2,89,8.3,,,,,,
20120421,9.5,8.9,92,8.3,,,,,,
20120422,6.7,6.6,98,6.4,,,,,,
20120423,11.1,10.2,89,9.4,,,,,,
20120424,11,10.7,96,10.4,,,,,,
20120425,9.1,8.5,92,7.9,,,,,,
20120426,9.2,8.6,92,8,,,,,,
20120427,12.9,12.6,96,12.3,,,,,,
20120428,13.3,12.5,91,11.9,,,,,,
20120429,9.6,9.4,97,9.2,,,,,,
20120430,7.8,7,89,6.1,,,,,,
20120501,8.1,7,84,5.6,,,,,,
20120502,-0.1,-0.1,99,-0.2,,,,,,
20120503,0.7,0.7,100,0.7,,,,,,
20120504,3.5,3.4,98,3.2,,,,,,
20120505,6.1,5.8,95,5.4,,,,,,
20120506,5.5,5.3,97,5.1,,,,,,
20120507,8,7.2,89,6.3,,,,,,
20120508,9.4,8.7,90,7.9,,,,,,
